,Stance,Name,FighterID,Country,WT Class,Team,DOB,Nickname,ReachInches,WeightPounds,HeightInches
20663,,Antonio Ramirez,3157996/antonio-ramirez,,,,,,,,
20664,,Art Ramirez,3113312/art-ramirez,,,,,,,,
20665,,Ben Ramirez,4081840/ben-ramirez,,,,,,,,
20666,,Christopher Ramirez,4805380/christopher-ramirez,Mexico,,,1989-09-10,,,170.0,71.0
20667,,Danny Ramirez,3960657/danny-ramirez,USA,Lightweight,,1989-02-22,The Realist,,155.0,69.0
20668,,David Ramirez,3153178/david-ramirez,,,,,,,,
20669,,Dionisio Ramirez,3091136/dionisio-ramirez,,Welterweight,,1986-10-29,,,170.0,67.0
20670,,Efren Ramirez,4905002/efren-ramirez,Mexico,Flyweight,,,,,,
20671,,Emmanuel Ramirez,4081026/emmanuel-ramirez,,,,,,,,
20672,,Eric Ramirez,3089056/eric-ramirez,USA,Bantamweight,,1991-04-10,The Ram,,125.0,66.0
20673,Orthodox,Hector Ramirez,2335608/hector-ramirez,,,,,Sick Dog,,,
20674,,John Ramirez,4289883/john-ramirez,Honduras,,,1996-08-28,,,148.0,69.0
20675,,Jonathan Ramirez,4519515/jonathan-ramirez,,,,,,,,
20676,,Jorge Ramirez,3077907/jorge-ramirez,,,,,,,,
20677,,Joseph Ramirez,4349157/joseph-ramirez,,,,,,,,
20678,,Julio Cesar Ramirez,4896630/julio-cesar-ramirez,Mexico,,,1992-09-12,,,145.0,67.0
20679,,Luis Ramirez,2525949/luis-ramirez,,Middleweight,,,,,,
20680,,Marc Ramirez,3032276/marc-ramirez,,,,,,,,
20681,,Matt Ramirez,4337449/matt-ramirez,USA,,,1993-02-03,,,,
20682,,Mitch Ramirez,4816283/mitch-ramirez,USA,,,1992-11-03,,,155.0,74.0
20683,,Oscar Ramirez,3962591/oscar-ramirez,,,,,,,,
20684,,Paola Ramirez,4289283/paola-ramirez,,,,,,,,
20685,,Paulina Ramirez,3043309/paulina-ramirez,,,,,,,,
20686,,Roberto Ramirez,2498059/roberto-ramirez,,Middleweight,,,,,,
20687,,Rocky Ramirez,3098142/rocky-ramirez,,,,,,,,
20688,,Rod Ramirez,2502071/rod-ramirez,,Lightweight,,,,,,
20689,,Steve Ramirez,2553291/steve-ramirez,USA,Flyweight,,1987-01-22,,,125.0,67.0
20690,Sideways,Thomas Ramirez,2951367/thomas-ramirez,,Open Weight,,,,,,
20691,,Travis Ramirez,3949559/travis-ramirez,,,,,,,,
20692,,Xavier Ramirez,3960409/xavier-ramirez,,,,,,,,
20693,,Ruiz Castillo Ramiro,4868632/ruiz-castillo-ramiro,Mexico,,,1987-09-09,,,,
20694,,Andrew Ramm,3658763/andrew-ramm,,Welterweight,10th Planet Jiu-Jitsu,,,,,
20695,,Eric Ramm,4613204/eric-ramm,,,,,,,,
20696,,Ian Rammel,2555121/ian-rammel,USA,,,1985-07-22,,,,
20697,,Eduardo Ramon,3892404/eduardo-ramon,Brazil,Welterweight,,,,,,
20698,,Adilson Ramos,3107991/adilson-ramos,,Featherweight,,,,,,
20699,,Alexandre Ramos,3094569/alexandre-ramos,,,,,,,,
20700,,Alexis Ramos,4887323/alexis-ramos,Mexico,,,1995-12-27,,,,
20701,,Carla Ramos,4297304/carla-ramos,,,,,,,,
20702,,Chris Ramos,3947007/chris-ramos,,,,,,,,
20703,,Dante Ramos,4756189/dante-ramos,Mexico,,,,,,,
20704,Orthodox,Davi Ramos,3114625/davi-ramos,Brazil,Lightweight,Team Nogueira,1986-11-05,Tasmanian Devil,70.0,155.0,66.0
20705,,Edson Ramos,3096832/edson-ramos,,,,,,,,
20706,,Elder Ramos,3104270/elder-ramos,,,,,,,,
20707,,Eliezer Ramos,3147146/eliezer-ramos,,,,,,,,
20708,,Elivelton Jose Ramos,2996747/elivelton-jose-ramos,Brazil,,,,,,,
20709,,Esteban Ramos,3162030/esteban-ramos,,,,,,,,
20710,,Francisco Ramos,3020445/francisco-ramos,Brazil,,,,,,,
20711,,Gaston Ramos,4706927/gaston-ramos,Argentina,Welterweight,,,,,,
20712,,Kip Ramos,3087464/kip-ramos,USA,,,,,,,
20713,,Koa Ramos,3089337/koa-ramos,,,,,,,,
20714,,Luis Ramos,2583704/luis-ramos,,,,,,,,
20715,Orthodox,Luis Ramos,2613376/luis-ramos,Brazil,,Nova Uniao ,1981-01-18,Beicao,,,
20716,,Marcelo Barbosa Ramos,4214449/marcelo-barbosa-ramos,Brazil,,,,,,,
20717,,Mario Ramos,2977080/mario-ramos,,,,,,,,
20718,,Matheus Ramos,4320904/matheus-ramos,,,,,,,,
20719,,Paul Ramos,4065632/paul-ramos,,,,,,,,
20720,,Rafael Ramos,2594326/rafael-ramos,,,,,,,,
20721,,Raymond Ramos,4683511/raymond-ramos,USA,Bantamweight,,1989-11-08,Godson,,,
20722,Orthodox,Ricardo Ramos,3571515/ricardo-ramos,Brazil,Featherweight,Team Alpha Male,1995-08-01,,72.0,146.0,69.0
20723,Orthodox,Vernon Ramos,3952410/vernon-ramos,Panama,Welterweight,,1992-06-03,,72.0,,
20724,,Vydalia Ramos,4234526/vydalia-ramos,Mexico,,,,,,,
20725,,Antonio Jose Ramos da Silva Jr.,4662440/antonio-jose-ramos-da-silva-jr,,,,,Javali,,,
20726,,Arkaitz Ramos Gudari,4895375/arkaitz-ramos-gudari,Spain,Welterweight,,1988-10-30,,,,
20727,,Andreas Ramsby,3027123/andreas-ramsby,,,,,,,,
20728,,Eric Ramsey,4581337/eric-ramsey,USA,,,,,,,
20729,,Jordan Ramshaw,4694893/jordan-ramshaw,England,,,,,,,
20730,,Iván Ramírez,3079449/iván-ramírez,,,,,,,,
20731,,Iván Ramírez,3079450/iván-ramírez,,,,,,,,
20732,,Kamon Rana,2989840/kamon-rana,,,,,,,,
20733,,Boyko Ranchev,2965043/boyko-ranchev,USA,,,,,,,
20734,,CJ Randall,4880589/cj-randall,USA,Welterweight,,,,,170.0,69.0
20735,,DJ Randall,2502594/dj-randall,,Lightweight,,,,,,
20736,Orthodox,Kevin Randleman,2335518/kevin-randleman,USA,,TapouT Training Center,1971-08-10,The Monster,,,
20737,,Danny Randolph,4883574/danny-randolph,England,Featherweight,,,,,,
20738,,George Randolph,2558018/george-randolph,,Middleweight,,,,,,
20739,,Rick Randolph,2969847/rick-randolph,,,,,,,,
20740,,Derrick Rangamar,3074416/derrick-rangamar,,,,,,,,
20741,,Matt Rangel,3076816/matt-rangel,,,,,,,,
20742,,Renato Rangel,4691325/renato-rangel,Brazil,Middleweight,Nova Uniao ,,King,,,
20743,,Wesley Ranger,3091347/wesley-ranger,,,,,,,,
20744,,Sumit Rangi,4379632/sumit-rangi,India,,,,,,205.0,72.0
20745,,Rodrigo Ranieri de Faria,3947020/rodrigo-ranieri-de-faria,,,,,,,,
20746,,Glen Ranillo,3091349/glen-ranillo,,,,,,,,
20747,,Luke Ransbottom,4355746/luke-ransbottom,,,,,,,,
20748,,Darryl Ransom,4698024/darryl-ransom,,,,,,,,
20749,Orthodox,Raou Raou,2951368/raou-raou,,Middleweight,,,,,,
20750,,Donat Rapi,3988876/donat-rapi,Croatia,,,,,,,
20751,,Mark Raposa,2559784/mark-raposa,,Middleweight,,,,,,
20752,Switch,Mitch Raposo,4815978/mitch-raposo,USA,Flyweight,Regiment Traing Center,1998-10-16,,64.0,126.0,65.0
20753,,Morgan Rapp,3105542/morgan-rapp,USA,,,1990-05-28,The Kid,,,
20754,,Dipesh Rasal,4833440/dipesh-rasal,India,,,,,,135.0,68.0
20755,,Josh Rasberry,4082446/josh-rasberry,,,,,,,,
20756,,Ethien Rascon,3099142/ethien-rascon,,,,,,,,
20757,,Aziz Rashid,3152202/aziz-rashid,USA,,,,,,,
20758,,Bruce Rasmussen,3067917/bruce-rasmussen,,,,,,,,
20759,,Jake Rasmussen,3993683/jake-rasmussen,,,,,,,,
20760,,Tommy Rasmussen,4034217/tommy-rasmussen,,,,,,,,
20761,,David Rasouli,2951369/david-rasouli,,Lightweight - DREAM (70kg),,,,,,
20762,,Hussain Rasouli,2951370/hussain-rasouli,,Lightweight - DREAM (70kg),,,,,,
20763,,Alyona Rassohyna,3118277/alyona-rassohyna,Ukraine,Women's Strawweight,,1990-06-11,,,115.0,62.0
20764,,Chaba Rastegar,4348575/chaba-rastegar,USA,,,,,,,
20765,,Ishkan Rasulov,3927226/ishkan-rasulov,,,,,,,,
20766,,Salimgerey Rasulov,4565631/salimgerey-rasulov,Russia,,,1986-11-19,,,238.0,72.0
20767,,Salimgirey Rasulov,3076907/salimgirey-rasulov,Russia,,,1986-11-19,,,,
20768,,Ryszard Raszkiewicz,4227340/ryszard-raszkiewicz,,,,,,,,
20769,Orthodox,Ed Ratcliff,2498146/ed-ratcliff,,Lightweight,Alliance MMA,,9mm,71.5,,
20770,,Sean Ratcliffe,4031497/sean-ratcliffe,,,,,,,,
20771,,Drew Raticheck,3090365/drew-raticheck,,,,,,,,
20772,,Dan Rau,2555253/dan-rau,,,,,,,,
20773,,Sam Rauch,2556009/sam-rauch,,Lightweight,,,,,,
20774,,Lars Rauchbach,4339250/lars-rauchbach,,,,,,,,
20775,,Kenny Raught,2967651/kenny-raught,,,,,,,,
20776,,Josh Rave,2609405/josh-rave,USA,,Elite Performance,,The Rage,,,
20777,,Oscar Ravello,4872704/oscar-ravello,,,,,,,,
20778,,Michael Ravenscroft,2527876/michael-ravenscroft,,,,,,,,
20779,,Krishan Rawat,4426314/krishan-rawat,,,,,,,,
20780,,Beau Rawiri,4231941/beau-rawiri,New Zealand,Welterweight,City Kickboxing,1983-06-02,,,170.0,70.0
20781,Orthodox,Bec Rawlings,3019035/bec-rawlings,Australia,Women's Strawweight,,1989-02-11,Rowdy,64.0,125.0,66.0
20782,,Bec Rawlings,3115933/bec-rawlings,Australia,,,1989-02-11,Rowdy,,,
20783,,Courtney Ray,2569166/courtney-ray,,Lightweight,,,,,,
20784,Southpaw,Gideon Ray,2354196/gideon-ray,,,,1973-05-27,,,,
20785,,Joe Ray,2517128/joe-ray,USA,,,1984-12-17,,,,
20786,,Larry Ray,3001929/larry-ray,USA,,,1977-11-01,,,,
20787,Southpaw,Stevie Ray,3023355/stevie-ray,Scotland,Lightweight,Higher Level Martial Arts,1990-03-25,Braveheart,70.0,155.0,70.0
20788,,Tyler Ray,4881028/tyler-ray,USA,Welterweight,Sanford MMA,,,75.0,170.0,72.0
20789,,Kelvin Rayford,4687160/kelvin-rayford,,,,1985-10-13,,,,
20790,,Randall Rayment,4339217/randall-rayment,,,,,,,,
20791,,Daniels Raymond,2951194/daniels-raymond,,,,,,,,
20792,,Keenan Raymond,3945389/keenan-raymond,USA,Lightweight,,,,,,
20793,,Kenneth Rayside,4873395/kenneth-rayside,,,,1990-01-29,,,,
20794,,Iony Razafiarison,4081545/iony-razafiarison,France,,,,,,145.0,63.0
20795,Orthodox,Abdul Razak Alhassan,3926500/abdul-razak-alhassan,Ghana,Middleweight,Elevation Fight Team,1985-08-11,Judo Thunder,73.0,185.0,70.0
20796,,Danielius Razmus,2559239/danielius-razmus,,Middleweight,,,,,,
20797,,Sergej Razvadovskij,4293607/sergej-razvadovskij,Lithuania,,,,,,,
20798,Orthodox,Antony Rea,2431323/antony-rea,,,,1976-07-15,Wild Thing,,,
20799,,Ricky Rea,3983482/ricky-rea,,,,,,,,
20800,,George Reagan,4021524/george-reagan,,,,,,,,
20801,,Nick Reale,3963760/nick-reale,,,,,,,,
20802,,Bobby Reardanz,2950675/bobby-reardanz,USA,Featherweight,,,The Believer,,,
20803,,Terrance Reasby,2500345/terrance-reasby,,Lightweight,,,,,,
20804,,Mateusz Rebecki,4689965/mateusz-rebecki,Poland,,,,,,155.0,67.0
20805,Southpaw,Greg Rebello,2506260/greg-rebello,USA,Heavyweight,,1982-06-13,,73.0,265.0,72.0
20806,Orthodox,Rafael Rebello,2504554/rafael-rebello,,Bantamweight,,,,67.0,,
20807,,Ivan Reber,4873809/ivan-reber,Ukraine,,,,,,205.0,73.0
20808,,LJ Reboli,4662118/lj-reboli,,,,,,,,
20809,,Nick Recchia,4701268/nick-recchia,USA,,,1992-02-06,,,,
20810,,Travis Reddinger,2972874/travis-reddinger,,Bantamweight,,,,,,
20811,,Nathan Reddy,4355919/nathan-reddy,Australia,Light Heavyweight,,,The Vanilla Gorilla,,,
20812,,Sandra Redegeld,4682547/sandra-redegeld,,,,,,,,
20813,,Rowland Redenbaugh,3154247/rowland-redenbaugh,,,,,,,,
20814,,Kyle Redfearn,3100788/kyle-redfearn,,,,,,,,
20815,,Philip Redfern,4217616/philip-redfern,England,,,,,,,
20816,,Fannie Redman,4686707/fannie-redman,Sweden,Strawweight,,,,,115.0,63.0
20817,,John Redmond,4077667/john-redmond,Ireland,Middleweight,,,,,,
20818,Orthodox,Paul Redmond,3104555/paul-redmond,Ireland,Featherweight,,1986-10-20,Redser,70.0,155.0,70.0
20819,,Johnathan Redondo,4284014/johnathan-redondo,,,,,,,,
20820,,Ashley Reece,4695350/ashley-reece,England,Welterweight,,1988-09-08,The Beast,,170.0,70.0
20821,,Howard Reece,4423513/howard-reece,USA,,,,,,,
20822,,Chris Reed,2995314/chris-reed,USA,Light Heavyweight,,,,,,
20823,,Chris Reed,4082380/chris-reed,,,,,,,,
20824,,Chris Reed,4596204/chris-reed,,,,1988-04-27,,,,
20825,Orthodox,Dennis Reed,2488102/dennis-reed,,,,,,,,
20826,,Donnis Reed,3163773/donnis-reed,,,,,,,,
20827,,Drew Reed,3166638/drew-reed,,,,,,,,
20828,Orthodox,Elise Reed,4836482/elise-reed,USA,Women's Flyweight,Kickside Martial Arts,1992-12-05,,63.0,125.0,63.0
20829,,Jason Reed,2556763/jason-reed,,Light Heavyweight,,,,,,
20830,,John Reed,2503546/john-reed,,,,,,,,
20831,,Josh Reed,4233147/josh-reed,Wales,,,,,,135.0,68.0
20832,Orthodox,Karl Reed,4245681/karl-reed,USA,Light Heavyweight,,,,78.0,205.0,77.0
20833,,Kevin Reed,3093564/kevin-reed,,,,,,,,
20834,,Lamar Reed,3044418/lamar-reed,,,,,,,,
20835,,Mariah Reed,3028474/mariah-reed,USA,,,1987-10-27,,,,
20836,,Paul Reed,2525967/paul-reed,,,,,,,,
20837,,Robert Reed,4575878/robert-reed,USA,Middleweight,,1981-08-23,Chopper,,,
20838,,Trevor Reed,3730319/trevor-reed,,,,,,,,
20839,,Austin Reed Ward,4375213/austin-reed-ward,USA,,,,,,,
20840,,Chris Reedy,3085066/chris-reedy,,,,,,,,
20841,,John Reedy,2964329/john-reedy,USA,,Dethrone Base Camp,,,,,
20842,,Ben Rees,3950355/ben-rees,,,,,,,,
20843,Orthodox,Johnny Rees,2519775/johnny-rees,,,,,,,,
20844,,Aaron Reese,4795275/aaron-reese,USA,,,,,,140.0,70.0
20845,,J.P. Reese,3078187/jp-reese,USA,,,1980-12-21,,,,
20846,,James Reese,2528584/james-reese,,Lightweight,,,JP,,,
20847,,Stephon Reese,4237622/stephon-reese,,,,,,,,
20848,,Justin Reeser,4374441/justin-reeser,USA,,,1988-03-15,,,185.0,72.0
20849,,Ben Reeve,4891181/ben-reeve,England,Heavyweight,,,,,,
20850,,Aaron Reeves,4683656/aaron-reeves,USA,Welterweight,,1989-08-19,,,170.0,69.0
20851,,Cory Reeves,2553290/cory-reeves,,Lightweight,,,,,,
20852,,Glenn Reeves,3947513/glenn-reeves,USA,,,1979-09-03,,,,
20853,,Patrick Reeves,2994501/patrick-reeves,USA,,,,,,,
20854,,Rick Reeves,2504679/rick-reeves,,,,,,,,
20855,,Tom Regal,4388655/tom-regal,,,,,,,,
20856,,Eric Regan,2354541/eric-regan,,,,,,,,
20857,,Eli Reger,2559816/eli-reger,,,,,,,,
20858,,Rick Reger,3106313/rick-reger,USA,Welterweight,Cesar Gracie Jiu-Jitsu,1987-02-20,Boomer,,,
20859,,Eduardo Regier,3031721/eduardo-regier,Canada,Welterweight,,,,,,
20860,,Sara Regini,4618088/sara-regini,Italy,,,,,,,
20861,,Rivanio Regis,4421052/rivanio-regis,Brazil,Lightweight,,,,,,
20862,,Rivanio Regiz,3028850/rivanio-regiz,,,,,,,,
20863,Orthodox,Stephen Regman,3945573/stephen-regman,USA,,Pellegrino MMA,1991-08-05,,76.5,185.0,71.0
20864,,Felipe Rego,4074007/felipe-rego,Brazil,,,,,,,
20865,,Oswaldo Rego,3254951/oswaldo-rego,,,,,,,,
20866,,Scott Rehm,2996329/scott-rehm,,Middleweight,,,,,,
20867,,Bobby Rehman,3153877/bobby-rehman,,,,,,,,
20868,,Howard Reichbach,4683260/howard-reichbach,,,,,,,,
20869,,Jody Lynn Reicher,3041447/jody-lynn-reicher,,,,,,,,
20870,,Alex Reid,2553610/alex-reid,,Middleweight,,,,,,
20871,,Chris Reid,4684822/chris-reid,,,,,,,,
20872,,Elena Reid,3024344/elena-reid,,,,,,,,
20873,,Glen Reid,4382292/glen-reid,,,,,,,,
20874,,Kiel Reid,3115842/kiel-reid,USA,,,,,,,
20875,,Leanne Reid,3024366/leanne-reid,,,,,,,,
20876,,Michael Reid,3093562/michael-reid,,,,,,,,
20877,,Mike Reid,2594150/mike-reid,,,,,,,,
20878,,Tobias Reid,4893080/tobias-reid,England,Lightweight,Ultimate Training Centre,1990-12-15,The Development,,,
20879,,Skylar Reider,3157017/skylar-reider,,,,,,,,
20880,,Crystal Reilly,3082131/crystal-reilly,,,,,,,,
20881,,Sebastian Reimitz,4684861/sebastian-reimitz,,,,,,,,
20882,,Andre Reinders,2559240/andre-reinders,Czech Republic,,,1981-03-14,,,,
20883,Orthodox,Chad Reiner,2354211/chad-reiner,,,,,The Grinder,,,
20884,Orthodox,Jason Reinhardt,2354359/jason-reinhardt,USA,Bantamweight,,,,,,
20885,,Adailton Reis,3173558/adailton-reis,,,,,,,,
20886,,Biafra Reis,4708861/biafra-reis,Brazil,,,,,,,
20887,,Bianca Reis,3722442/bianca-reis,,,,,,,,
20888,,Bruce Reis,3890633/bruce-reis,USA,,,,,,,
20889,,Daniel Reis,3901127/daniel-reis,Brazil,,,,,,,
20890,,Diego Reis,4873672/diego-reis,Brazil,,,,,,,
20891,,Elton Reis,3153353/elton-reis,,,,,,,,
20892,,Mauricio Reis,2396140/mauricio-reis,Brazil,,,,,,155.0,67.0
20893,,Victor Reis,3156642/victor-reis,,,,,,,,
20894,,Vinicius Costa Reis,4082942/vinicius-costa-reis,,,,,,,,
20895,Southpaw,Wilson Reis,2512984/wilson-reis,Brazil,Flyweight,Brazilian Jiu-Jitsu United,1985-01-06,,65.0,125.0,64.0
20896,,Herbeth Reis de Sousa,4394419/herbeth-reis-de-sousa,Brazil,Bantamweight,,1994-03-12,,,125.0,66.0
20897,,Charles Reis Nogueira Silva,4404572/charles-reis-nogueira-silva,Brazil,Bantamweight,,,,,,
20898,,Justin Reiswerg,3032272/justin-reiswerg,USA,Lightweight,4oz Fight Club,1987-12-15,,,,
20899,,Ben Reiter,3108869/ben-reiter,USA,,,1987-06-27,,,185.0,75.0
20900,,Maiky Reiter,3146927/maiky-reiter,,,,,,,,
20901,,Bastiaan Rejen,3007875/bastiaan-rejen,,,,1976-01-17,,,,
20902,,Rekson Rekson,4018163/rekson-rekson,,,,,,,,
20903,,Thiago Rela,3031398/thiago-rela,,Catch Weight,,,,,,
20904,Southpaw,Goran Reljic,2335777/goran-reljic,Croatia,Heavyweight,Xtreme Couture,1984-03-20,,81.0,,
20905,Orthodox,Leigh Remedios,2501723/leigh-remedios,,Featherweight,,,,,,
20906,,Bruno Renascer,4713473/bruno-renascer,Brazil,,,,,,,
20907,,Sol Renato,4349019/sol-renato,,,,,,,,
20908,Southpaw,Chance Rencountre,3931158/chance-rencountre,USA,Welterweight,Alliance MMA,1986-12-31,Black Eagle,75.0,170.0,74.0
20909,,Robert Rende,4081560/robert-rende,Canada,,,,,,,
20910,,Javier Rendon,3153981/javier-rendon,,,,,,,,
20911,Orthodox,Marion Reneau,3117374/marion-reneau,USA,Women's Bantamweight,Elite Training Centre,1977-06-20,The Belizean Bruiser,68.0,136.0,66.0
20912,,Ryan Reneau,3137230/ryan-reneau,,,,,,,,
20913,Switch,Solomon Renfro,4878384/solomon-renfro,USA,Welterweight,Team Tiger Schulman,1997-02-05,The Black Dragon,72.0,170.0,69.0
20914,,John Renfroe,2560698/john-renfroe,,Heavyweight,,,,,,
20915,,Alijah Reni,2957548/alijah-reni,USA,,,,,,,
20916,,Sandro Reni,3895851/sandro-reni,Brazil,,,,,,,
20917,Orthodox,John Renken,2554608/john-renken,,Middleweight,,,,,,
20918,,Jaime Renne,3104729/jaime-renne,,,,,,,,
20919,,Kate Rennie,4023428/kate-rennie,,,,,,,,
20920,,Shannon Rennie,3104388/shannon-rennie,,,,,,,,
20921,,Keni Renta,3961412/keni-renta,,,,,,,,
20922,Switch,Herman Renting,2951371/herman-renting,,Open Weight,,,,,,
20923,,Kris Renty,4349229/kris-renty,,,,,,,,
20924,,Alexey Repalov,3488499/alexey-repalov,,,,,,,,
20925,,Miguel Repanas,2953042/miguel-repanas,,,,,,,,
20926,,Daniel Requeijo,3952423/daniel-requeijo,,,,,,,,
20927,,Troy Resic,4412267/troy-resic,Australia,,,,,,,
20928,,Brad Resop,3003521/brad-resop,,Light Heavyweight,,,,,,
20929,,Angela Restad,2594027/angela-restad,,,,,,,,
20930,,Miguel Restrepo,4241103/miguel-restrepo,USA,,,1981-10-02,,,125.0,66.0
20931,,Anthony Retic,3099978/anthony-retic,USA,Featherweight,,1988-04-30,,,145.0,73.0
20932,,Dwi Ani Retno Wulan,4827052/dwi-ani-retno-wulan,Indonesia,,,,,,115.0,63.0
20933,,Josh Rettinghouse,3076377/josh-rettinghouse,USA,Bantamweight,Warrior Camp MMA,1990-02-27,,,135.0,66.0
20934,,Collin Reuter,3093377/collin-reuter,,,,,,,,
20935,,Boy Rol Reuvers,4893549/boy-rol-reuvers,,,,,,,,
20936,,Jared Revel,4903096/jared-revel,Canada,Middleweight,,1984-07-03,The Rebel,,185.0,74.0
20937,,Tony Reveles,3074713/tony-reveles,,,,,,,,
20938,,Aaron Reves,3944323/aaron-reves,,,,,,,,
20939,,Sebastian Rewera,4012994/sebastian-rewera,,,,,,,,
20940,,Kent Rexford,3948569/kent-rexford,,,,,,,,
20941,,Nico Rexhaj,4683399/nico-rexhaj,Austria,Featherweight,,,,,,
20942,,Jeff Rexroad,2611104/jeff-rexroad,USA,Welterweight,Paradigm Training Center,1979-11-24,The Executioner,,,
20943,,Claudia Rey,4024205/claudia-rey,Brazil,,Astra Fight Team,,,,,
20944,,Ruben Rey,3163766/ruben-rey,,,,,,,,
20945,,Alex Reyes,3153097/alex-reyes,,,,,,,,
20946,Orthodox,Alex Reyes,4221609/alex-reyes,USA,Welterweight,Cage Combat Academy,1986-10-02,The Executioner,73.0,,
20947,,Anthony Reyes,4688501/anthony-reyes,USA,Featherweight,,,,,,
20948,,Boris Reyes,4573194/boris-reyes,Venezuela,,,1991-04-28,,,,
20949,,Christian Reyes,3945196/christian-reyes,,,,,,,,
20950,,Diana Reyes,3956294/diana-reyes,Mexico,,,1986-12-26,,,125.0,64.0
20951,Southpaw,Dominick Reyes,4233039/dominick-reyes,USA,Light Heavyweight,Cage Combat Academy,1989-12-26,The Devastator,77.0,205.0,76.0
20952,,Javier Reyes,4700425/javier-reyes,Mexico,,,,,,,
20953,,Jesse Reyes,2594106/jesse-reyes,,,,,,,,
20954,,Joseph Reyes,2990889/joseph-reyes,Puerto Rico,,,,,,,
20955,,Josh Reyes,4207572/josh-reyes,,,,,,,,
20956,,Kyle Reyes,3953378/kyle-reyes,Guam,,Guahan Top Team,,Boom,,135.0,68.0
20957,,Lloyd Reyes,4409557/lloyd-reyes,Guyana,Bantamweight,,1987-04-08,,,,
20958,,Lydia Reyes,3117377/lydia-reyes,USA,,,,,,,
20959,,Marco Polo Reyes,3952891/marco-polo-reyes,,,,1990-06-11,,,,
20960,,Marcos Reyes,3156118/marcos-reyes,,Welterweight,,,,,,
20961,,Michael Reyes,4685222/michael-reyes,USA,Flyweight,KnuckleHeadz Boxing,1992-03-20,Malicious,,,
20962,,Pablo Reyes,3156521/pablo-reyes,,,,,,,,
20963,Orthodox,Polo Reyes,3952413/polo-reyes,Mexico,Lightweight,Entram Gym,1984-11-07,El Toro,71.0,145.0,71.0
20964,,Randy Reyes,3111985/randy-reyes,,,,,,,,
20965,,Richie Reyes,3032214/richie-reyes,,,,,,,,
20966,,Roger Reyes,3173288/roger-reyes,,,,,,,,
20967,,Roque Reyes,4238262/roque-reyes,,,,,,,,
20968,,Roy Reyes,4230810/roy-reyes,,,,,,,,
20969,,Tony Reyes,3148981/tony-reyes,,,,,,,,
20970,,Yahir Reyes,2989171/yahir-reyes,,,,1985-08-14,,,,
20971,,Paulette Reyes Hernandez,4408678/paulette-reyes-hernandez,,,,,,,,
20972,,Manny Reyes Jr.,2354098/manny-reyes-jr,,Featherweight,,,,,,
20973,,Javier Reyes Rugeles,4687104/javier-reyes-rugeles,Colombia,,Xtreme Couture,,Blair,,145.0,67.0
20974,,Michael Reyna,2500173/michael-reyna,,,,,,,,
20975,,Steve Reyna,2500186/steve-reyna,USA,Lightweight,,1979-02-11,,,,
20976,Southpaw,Victor Reyna,3120459/victor-reyna,USA,Welterweight,,1986-08-05,Kelevra,74.0,170.0,71.0
20977,,Griffen Reynaud,2558023/griffen-reynaud,,Middleweight,,,,,,
20978,,Theodore Reynol,2554877/theodore-reynol,,Featherweight,,,,,,
20979,,Bryant Reynolds,3166216/bryant-reynolds,,,,,,,,
20980,,Eric Reynolds,2500409/eric-reynolds,USA,,,1983-05-11,It's A Wrap,,,
20981,,Jamie Reynolds,4215381/jamie-reynolds,,,,,,,,
20982,,Marcus Reynolds,3147315/marcus-reynolds,,,,,,,,
20983,,Ted Reynolds,3037391/ted-reynolds,,,,,,,,
20984,,Ali Mohammad Reza,4213318/ali-mohammad-reza,,,,,,,,
20985,,Morteza Rezaei,4408437/morteza-rezaei,,,,,,,,
20986,,Peyman Rezapoor,4773832/peyman-rezapoor,Iran,,,,,,245.0,76.0
20987,,Andrey Reznik,3962601/andrey-reznik,,,,,,,,
20988,,Artem Reznikov,4294851/artem-reznikov,Kazakhstan,Lightweight,,1992-01-11,,,,
20989,,Ramazan Rezvanov,3088659/ramazan-rezvanov,,,,,,,,
20990,,David Rhoads,4063874/david-rhoads,USA,,,,,,,
20991,,Derek Rhoads,3099117/derek-rhoads,,,,,,,,
20992,,Nick Rhoads,3017960/nick-rhoads,USA,,,1990-04-24,,,,
20993,,Rodney Rhoden,2553961/rodney-rhoden,,,,,,,,
20994,,James Rhodes,3164926/james-rhodes,,,,,,,,
20995,,Jim Rhodes,3050592/jim-rhodes,,,,,,,,
20996,Orthodox,Johnny Rhodes,2951372/johnny-rhodes,,Open Weight,,,,,,
20997,Orthodox,Mike Rhodes,3025088/mike-rhodes,USA,Welterweight,Roufusport,1989-12-04,Biggie,74.5,205.0,72.0
20998,Orthodox,Lucrezia Ria,4234751/lucrezia-ria,Italy,Women's Flyweight,,1992-06-24,,67.0,125.0,69.0
20999,,Konstantin Riba,4713383/konstantin-riba,Ukraine,Flyweight,,,,,,
21000,,Samuel Ribansky,4200468/samuel-ribansky,Slovakia,,,,,,,
21001,Orthodox,Amanda Ribas,4221863/amanda-ribas,Brazil,Women's Strawweight,American Top Team,1993-08-26,,66.0,115.0,63.0
21002,,Fernando Camoles Ribas,3960735/fernando-camoles-ribas,,Middleweight,,,,,,
21003,,Alexandre Ribeiro,4413565/alexandre-ribeiro,Brazil,,,1992-06-30,,,145.0,71.0
21004,,Antonio Carlos Ribeiro,3028742/antonio-carlos-ribeiro,,,,,,,,
